text,priority,sentiment
Exam results are delayed please update in Block C,Medium,Calm
WiFi is slow and affecting studies,Medium,Frustrated
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
IT issues disrupting submissions in Block C,High,Frustrated
Canteen food could be better in Block C,Low,Calm
Exam timetable is confusing since yesterday,Medium,Frustrated
Water leakage in lab since yesterday,Medium,Calm
Library closes slightly early since yesterday,Low,Calm
WiFi is a bit slow but okay multiple times reported,Low,Calm
WiFi is a bit slow but okay,Low,Calm
Ragging happening and no action taken,High,Angry
Urgent: hostel water issue happening repeatedly,High,Frustrated
Urgent: library seating is insufficient,Low,Frustrated
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
Bus overcrowding causing problems multiple times reported,High,Frustrated
WiFi is slow and affecting studies,Medium,Frustrated
Urgent: it issues disrupting submissions,High,Frustrated
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
Classroom fan makes noise multiple times reported,Low,Calm
Exam timetable is confusing since yesterday,Medium,Frustrated
Urgent: library closes slightly early,Low,Calm
Urgent: canteen food could be better,Low,Calm
Parking space is poorly managed multiple times reported,Low,Frustrated
Faculty missing classes frequently in Block C,High,Frustrated
Internal marks not showing in portal since yesterday,Medium,Calm
Water leakage in lab multiple times reported,Medium,Calm
Bonafide certificate request pending,Medium,Calm
Canteen food could be better multiple times reported,Low,Calm
Water leakage in lab multiple times reported,Medium,Calm
Exam hall arrangements very poor in Block C,High,Frustrated
WiFi is a bit slow but okay in Block C,Low,Calm
Faculty missing classes frequently multiple times reported,High,Frustrated
WiFi completely down and nobody responds in Block C,High,Angry
Water leakage in lab multiple times reported,Medium,Calm
Bus did not come and students are stranded in Block C,High,Angry
Bus is late again and it's annoying in Block C,Medium,Frustrated
Library seating is insufficient in Block C,Low,Frustrated
WiFi is a bit slow but okay since yesterday,Low,Calm
Fees portal keeps failing,Medium,Frustrated
Hostel water issue happening repeatedly,High,Frustrated
Urgent: ragging happening and no action taken,High,Angry
Urgent: bonafide certificate request pending,Medium,Calm
Bus did not come and students are stranded,High,Angry
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Parking space is poorly managed,Low,Frustrated
Urgent: wifi completely down and nobody responds,High,Angry
Urgent: internal marks not showing in portal,Medium,Calm
Exam results are delayed please update,Medium,Calm
Urgent: classroom is too warm,Low,Frustrated
Projector not working in seminar hall,Medium,Calm
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
Bus timing is manageable,Low,Calm
Hostel bathroom is filthy and unacceptable since yesterday,High,Angry
Bus is late again and it's annoying since yesterday,Medium,Frustrated
Urgent: classroom fan makes noise,Low,Calm
Safety issue reported multiple times ignored since yesterday,High,Angry
WiFi is a bit slow but okay since yesterday,Low,Calm
Sports equipment is damaged multiple times reported,Low,Frustrated
Urgent: safety issue reported multiple times ignored,High,Angry
Library seating is insufficient since yesterday,Low,Frustrated
Library seating is insufficient,Low,Frustrated
Bus timing is manageable,Low,Calm
Ragging happening and no action taken since yesterday,High,Angry
Urgent: it issues disrupting submissions,High,Frustrated
Bus is late again and it's annoying in Block C,Medium,Frustrated
Canteen food could be better since yesterday,Low,Calm
Urgent: wifi is a bit slow but okay,Low,Calm
Bus timing is manageable,Low,Calm
Urgent: library seating is insufficient,Low,Frustrated
WiFi is slow and affecting studies in Block C,Medium,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
Hostel bathroom is filthy and unacceptable,High,Angry
Urgent: ragging happening and no action taken,High,Angry
WiFi completely down and nobody responds,High,Angry
Canteen food could be better in Block C,Low,Calm
Urgent: wifi completely down and nobody responds,High,Angry
Library seating is insufficient in Block C,Low,Frustrated
Classroom is too warm,Low,Frustrated
IT issues disrupting submissions multiple times reported,High,Frustrated
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Urgent: bus timing is manageable,Low,Calm
Urgent: wifi is slow and affecting studies,Medium,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
IT issues disrupting submissions multiple times reported,High,Frustrated
WiFi is slow and affecting studies in Block C,Medium,Frustrated
Classroom is too warm,Low,Frustrated
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
Fees portal keeps failing in Block C,Medium,Frustrated
Library seating is insufficient multiple times reported,Low,Frustrated
Urgent: bus did not come and students are stranded,High,Angry
Bonafide certificate request pending since yesterday,Medium,Calm
Classroom fan makes noise in Block C,Low,Calm
Ragging happening and no action taken since yesterday,High,Angry
Exam hall arrangements very poor multiple times reported,High,Frustrated
Library closes slightly early since yesterday,Low,Calm
Exam timetable is confusing in Block C,Medium,Frustrated
Urgent: bus timing is manageable,Low,Calm
WiFi is a bit slow but okay multiple times reported,Low,Calm
Urgent: internal marks not showing in portal,Medium,Calm
Hostel water issue happening repeatedly multiple times reported,High,Frustrated
Urgent: parking space is poorly managed,Low,Frustrated
Parking space is poorly managed in Block C,Low,Frustrated
Bus is late again and it's annoying,Medium,Frustrated
Projector not working in seminar hall since yesterday,Medium,Calm
Urgent: classroom is too warm,Low,Frustrated
Canteen prices are high and irritating multiple times reported,Low,Frustrated
Bus timing is manageable in Block C,Low,Calm
Projector not working in seminar hall,Medium,Calm
Urgent: water leakage in lab,Medium,Calm
Urgent: faculty is not responding to doubts,Medium,Frustrated
Bus overcrowding causing problems,High,Frustrated
Canteen prices are high and irritating,Low,Frustrated
Canteen food could be better,Low,Calm
Library seating is insufficient in Block C,Low,Frustrated
Classroom fan makes noise in Block C,Low,Calm
Bus overcrowding causing problems in Block C,High,Frustrated
Hostel bathroom is filthy and unacceptable multiple times reported,High,Angry
Exam results are delayed please update in Block C,Medium,Calm
Faculty missing classes frequently since yesterday,High,Frustrated
Classroom fan makes noise,Low,Calm
Urgent: exam results are delayed please update,Medium,Calm
Safety issue reported multiple times ignored,High,Angry
Sports equipment is damaged since yesterday,Low,Frustrated
Canteen food could be better since yesterday,Low,Calm
Urgent: internal marks not showing in portal,Medium,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
Urgent: ragging happening and no action taken,High,Angry
WiFi is a bit slow but okay since yesterday,Low,Calm
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Bus did not come and students are stranded multiple times reported,High,Angry
Exam results are delayed please update in Block C,Medium,Calm
Urgent: classroom fan makes noise,Low,Calm
Safety issue reported multiple times ignored since yesterday,High,Angry
Library seating is insufficient,Low,Frustrated
Exam results are delayed please update,Medium,Calm
Parking space is poorly managed multiple times reported,Low,Frustrated
Bus overcrowding causing problems multiple times reported,High,Frustrated
Internal marks not showing in portal multiple times reported,Medium,Calm
Sports equipment is damaged multiple times reported,Low,Frustrated
Ragging happening and no action taken,High,Angry
Faculty is not responding to doubts in Block C,Medium,Frustrated
Ragging happening and no action taken,High,Angry
Faculty missing classes frequently multiple times reported,High,Frustrated
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Hostel bathroom is filthy and unacceptable in Block C,High,Angry
Bonafide certificate request pending in Block C,Medium,Calm
Bonafide certificate request pending,Medium,Calm
Urgent: exam results are delayed please update,Medium,Calm
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Urgent: hostel water issue happening repeatedly,High,Frustrated
Urgent: sports equipment is damaged,Low,Frustrated
Safety issue reported multiple times ignored in Block C,High,Angry
Faculty missing classes frequently multiple times reported,High,Frustrated
Classroom is too warm,Low,Frustrated
Internal marks not showing in portal since yesterday,Medium,Calm
WiFi is slow and affecting studies,Medium,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
Bus did not come and students are stranded multiple times reported,High,Angry
Bus overcrowding causing problems multiple times reported,High,Frustrated
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Bus overcrowding causing problems,High,Frustrated
Internal marks not showing in portal in Block C,Medium,Calm
Fees portal keeps failing in Block C,Medium,Frustrated
Ragging happening and no action taken multiple times reported,High,Angry
Urgent: canteen food could be better,Low,Calm
Canteen food could be better in Block C,Low,Calm
Exam results are delayed please update multiple times reported,Medium,Calm
Urgent: classroom fan makes noise,Low,Calm
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Exam timetable is confusing multiple times reported,Medium,Frustrated
WiFi is a bit slow but okay,Low,Calm
Urgent: wifi is slow and affecting studies,Medium,Frustrated
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Urgent: bus is late again and it's annoying,Medium,Frustrated
Canteen prices are high and irritating since yesterday,Low,Frustrated
Fees portal keeps failing since yesterday,Medium,Frustrated
Bus overcrowding causing problems in Block C,High,Frustrated
Classroom fan makes noise since yesterday,Low,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
Safety issue reported multiple times ignored in Block C,High,Angry
Hostel water issue happening repeatedly,High,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Internal marks not showing in portal in Block C,Medium,Calm
Urgent: wifi is slow and affecting studies,Medium,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
Exam hall arrangements very poor multiple times reported,High,Frustrated
Fees portal keeps failing since yesterday,Medium,Frustrated
Library closes slightly early,Low,Calm
Classroom is too warm since yesterday,Low,Frustrated
Library seating is insufficient since yesterday,Low,Frustrated
Library closes slightly early in Block C,Low,Calm
Bus overcrowding causing problems since yesterday,High,Frustrated
Hostel water issue happening repeatedly multiple times reported,High,Frustrated
Urgent: internal marks not showing in portal,Medium,Calm
Bus is late again and it's annoying since yesterday,Medium,Frustrated
Urgent: exam timetable is confusing,Medium,Frustrated
Urgent: fees portal keeps failing,Medium,Frustrated
Projector not working in seminar hall,Medium,Calm
Sports equipment is damaged,Low,Frustrated
Fees portal keeps failing since yesterday,Medium,Frustrated
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Urgent: classroom fan makes noise,Low,Calm
Urgent: wifi is slow and affecting studies,Medium,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
Urgent: faculty is not responding to doubts,Medium,Frustrated
Bus did not come and students are stranded,High,Angry
Canteen food could be better in Block C,Low,Calm
Urgent: faculty is not responding to doubts,Medium,Frustrated
Faculty is not responding to doubts since yesterday,Medium,Frustrated
IT issues disrupting submissions in Block C,High,Frustrated
Fees portal keeps failing since yesterday,Medium,Frustrated
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
Urgent: bus did not come and students are stranded,High,Angry
Hostel water issue happening repeatedly in Block C,High,Frustrated
Urgent: safety issue reported multiple times ignored,High,Angry
Faculty missing classes frequently multiple times reported,High,Frustrated
Safety issue reported multiple times ignored,High,Angry
WiFi is slow and affecting studies,Medium,Frustrated
Urgent: wifi is a bit slow but okay,Low,Calm
Faculty missing classes frequently since yesterday,High,Frustrated
Fees portal keeps failing since yesterday,Medium,Frustrated
Canteen prices are high and irritating multiple times reported,Low,Frustrated
Urgent: bonafide certificate request pending,Medium,Calm
Canteen food could be better since yesterday,Low,Calm
Bus is late again and it's annoying in Block C,Medium,Frustrated
IT issues disrupting submissions multiple times reported,High,Frustrated
Urgent: canteen prices are high and irritating,Low,Frustrated
Faculty missing classes frequently,High,Frustrated
Canteen food could be better since yesterday,Low,Calm
WiFi is slow and affecting studies,Medium,Frustrated
WiFi completely down and nobody responds in Block C,High,Angry
Urgent: canteen food could be better,Low,Calm
Sports equipment is damaged since yesterday,Low,Frustrated
Library seating is insufficient since yesterday,Low,Frustrated
Parking space is poorly managed since yesterday,Low,Frustrated
Hostel bathroom is filthy and unacceptable multiple times reported,High,Angry
Urgent: canteen prices are high and irritating,Low,Frustrated
Library seating is insufficient since yesterday,Low,Frustrated
Canteen food could be better since yesterday,Low,Calm
Projector not working in seminar hall in Block C,Medium,Calm
Urgent: exam hall arrangements very poor,High,Frustrated
Parking space is poorly managed in Block C,Low,Frustrated
Library closes slightly early,Low,Calm
Canteen food could be better since yesterday,Low,Calm
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Urgent: safety issue reported multiple times ignored,High,Angry
Urgent: faculty missing classes frequently,High,Frustrated
Urgent: bus did not come and students are stranded,High,Angry
Urgent: projector not working in seminar hall,Medium,Calm
Faculty missing classes frequently in Block C,High,Frustrated
Bus overcrowding causing problems in Block C,High,Frustrated
Classroom fan makes noise,Low,Calm
Urgent: bus timing is manageable,Low,Calm
WiFi is a bit slow but okay multiple times reported,Low,Calm
Parking space is poorly managed in Block C,Low,Frustrated
Exam results are delayed please update in Block C,Medium,Calm
Bus did not come and students are stranded in Block C,High,Angry
WiFi completely down and nobody responds since yesterday,High,Angry
Parking space is poorly managed since yesterday,Low,Frustrated
Library closes slightly early multiple times reported,Low,Calm
Urgent: projector not working in seminar hall,Medium,Calm
Sports equipment is damaged,Low,Frustrated
Urgent: ragging happening and no action taken,High,Angry
Bonafide certificate request pending,Medium,Calm
Ragging happening and no action taken in Block C,High,Angry
Urgent: canteen prices are high and irritating,Low,Frustrated
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
Classroom is too warm since yesterday,Low,Frustrated
Urgent: water leakage in lab,Medium,Calm
IT issues disrupting submissions since yesterday,High,Frustrated
Urgent: bus timing is manageable,Low,Calm
Safety issue reported multiple times ignored multiple times reported,High,Angry
Urgent: safety issue reported multiple times ignored,High,Angry
Ragging happening and no action taken,High,Angry
Internal marks not showing in portal multiple times reported,Medium,Calm
Bus did not come and students are stranded multiple times reported,High,Angry
Bonafide certificate request pending in Block C,Medium,Calm
Library closes slightly early since yesterday,Low,Calm
Classroom is too warm multiple times reported,Low,Frustrated
Canteen prices are high and irritating multiple times reported,Low,Frustrated
Bus is late again and it's annoying in Block C,Medium,Frustrated
IT issues disrupting submissions,High,Frustrated
WiFi completely down and nobody responds in Block C,High,Angry
Bonafide certificate request pending multiple times reported,Medium,Calm
Fees portal keeps failing in Block C,Medium,Frustrated
Urgent: exam hall arrangements very poor,High,Frustrated
Hostel bathroom is filthy and unacceptable since yesterday,High,Angry
WiFi is a bit slow but okay,Low,Calm
IT issues disrupting submissions multiple times reported,High,Frustrated
Water leakage in lab,Medium,Calm
Library seating is insufficient multiple times reported,Low,Frustrated
Safety issue reported multiple times ignored,High,Angry
Urgent: wifi completely down and nobody responds,High,Angry
Urgent: projector not working in seminar hall,Medium,Calm
Exam hall arrangements very poor,High,Frustrated
Safety issue reported multiple times ignored,High,Angry
Library closes slightly early multiple times reported,Low,Calm
Urgent: hostel water issue happening repeatedly,High,Frustrated
IT issues disrupting submissions,High,Frustrated
Internal marks not showing in portal,Medium,Calm
WiFi completely down and nobody responds,High,Angry
Urgent: projector not working in seminar hall,Medium,Calm
Bus is late again and it's annoying in Block C,Medium,Frustrated
Urgent: faculty is not responding to doubts,Medium,Frustrated
Classroom fan makes noise multiple times reported,Low,Calm
Library closes slightly early multiple times reported,Low,Calm
Bus did not come and students are stranded multiple times reported,High,Angry
Urgent: faculty is not responding to doubts,Medium,Frustrated
Urgent: sports equipment is damaged,Low,Frustrated
Faculty missing classes frequently in Block C,High,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
Safety issue reported multiple times ignored since yesterday,High,Angry
Parking space is poorly managed in Block C,Low,Frustrated
Fees portal keeps failing since yesterday,Medium,Frustrated
Parking space is poorly managed since yesterday,Low,Frustrated
WiFi is a bit slow but okay multiple times reported,Low,Calm
Internal marks not showing in portal since yesterday,Medium,Calm
WiFi is a bit slow but okay multiple times reported,Low,Calm
Urgent: canteen food could be better,Low,Calm
Parking space is poorly managed since yesterday,Low,Frustrated
Exam hall arrangements very poor,High,Frustrated
Bonafide certificate request pending multiple times reported,Medium,Calm
Faculty is not responding to doubts in Block C,Medium,Frustrated
Sports equipment is damaged in Block C,Low,Frustrated
Urgent: faculty is not responding to doubts,Medium,Frustrated
Water leakage in lab since yesterday,Medium,Calm
Exam hall arrangements very poor,High,Frustrated
Urgent: exam hall arrangements very poor,High,Frustrated
Urgent: hostel water issue happening repeatedly,High,Frustrated
Exam results are delayed please update in Block C,Medium,Calm
Bus timing is manageable,Low,Calm
Internal marks not showing in portal,Medium,Calm
Urgent: canteen food could be better,Low,Calm
Exam timetable is confusing in Block C,Medium,Frustrated
WiFi completely down and nobody responds since yesterday,High,Angry
Hostel water issue happening repeatedly,High,Frustrated
WiFi is a bit slow but okay multiple times reported,Low,Calm
Exam timetable is confusing in Block C,Medium,Frustrated
WiFi completely down and nobody responds in Block C,High,Angry
WiFi is a bit slow but okay multiple times reported,Low,Calm
Urgent: faculty missing classes frequently,High,Frustrated
Projector not working in seminar hall in Block C,Medium,Calm
Exam hall arrangements very poor in Block C,High,Frustrated
Bonafide certificate request pending multiple times reported,Medium,Calm
Faculty missing classes frequently,High,Frustrated
Internal marks not showing in portal,Medium,Calm
Exam results are delayed please update in Block C,Medium,Calm
IT issues disrupting submissions since yesterday,High,Frustrated
Urgent: projector not working in seminar hall,Medium,Calm
Projector not working in seminar hall multiple times reported,Medium,Calm
WiFi completely down and nobody responds in Block C,High,Angry
Urgent: wifi is a bit slow but okay,Low,Calm
Exam hall arrangements very poor in Block C,High,Frustrated
Water leakage in lab in Block C,Medium,Calm
Classroom is too warm,Low,Frustrated
Water leakage in lab,Medium,Calm
Library closes slightly early in Block C,Low,Calm
Canteen prices are high and irritating in Block C,Low,Frustrated
Projector not working in seminar hall since yesterday,Medium,Calm
Urgent: bonafide certificate request pending,Medium,Calm
Ragging happening and no action taken multiple times reported,High,Angry
Urgent: bus timing is manageable,Low,Calm
Sports equipment is damaged since yesterday,Low,Frustrated
Sports equipment is damaged since yesterday,Low,Frustrated
Canteen food could be better multiple times reported,Low,Calm
Urgent: internal marks not showing in portal,Medium,Calm
Faculty missing classes frequently,High,Frustrated
Library closes slightly early,Low,Calm
Parking space is poorly managed since yesterday,Low,Frustrated
Urgent: it issues disrupting submissions,High,Frustrated
Bus did not come and students are stranded,High,Angry
Faculty missing classes frequently in Block C,High,Frustrated
Urgent: exam results are delayed please update,Medium,Calm
Hostel water issue happening repeatedly multiple times reported,High,Frustrated
Bus overcrowding causing problems since yesterday,High,Frustrated
Faculty missing classes frequently,High,Frustrated
Bus timing is manageable since yesterday,Low,Calm
Bus overcrowding causing problems,High,Frustrated
Library seating is insufficient in Block C,Low,Frustrated
Faculty missing classes frequently since yesterday,High,Frustrated
Bus timing is manageable multiple times reported,Low,Calm
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Canteen prices are high and irritating in Block C,Low,Frustrated
Classroom is too warm in Block C,Low,Frustrated
WiFi is slow and affecting studies since yesterday,Medium,Frustrated
Fees portal keeps failing since yesterday,Medium,Frustrated
Hostel water issue happening repeatedly,High,Frustrated
Urgent: library seating is insufficient,Low,Frustrated
Ragging happening and no action taken since yesterday,High,Angry
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Bus is late again and it's annoying in Block C,Medium,Frustrated
Bus did not come and students are stranded in Block C,High,Angry
Ragging happening and no action taken since yesterday,High,Angry
Bus timing is manageable multiple times reported,Low,Calm
Safety issue reported multiple times ignored,High,Angry
Urgent: library closes slightly early,Low,Calm
Internal marks not showing in portal in Block C,Medium,Calm
Fees portal keeps failing in Block C,Medium,Frustrated
Bonafide certificate request pending in Block C,Medium,Calm
WiFi is slow and affecting studies,Medium,Frustrated
Bus did not come and students are stranded multiple times reported,High,Angry
Safety issue reported multiple times ignored in Block C,High,Angry
Exam hall arrangements very poor,High,Frustrated
WiFi completely down and nobody responds in Block C,High,Angry
Water leakage in lab since yesterday,Medium,Calm
Exam timetable is confusing since yesterday,Medium,Frustrated
Canteen prices are high and irritating in Block C,Low,Frustrated
Urgent: library closes slightly early,Low,Calm
Urgent: parking space is poorly managed,Low,Frustrated
Internal marks not showing in portal,Medium,Calm
Classroom is too warm in Block C,Low,Frustrated
Exam timetable is confusing multiple times reported,Medium,Frustrated
Faculty missing classes frequently since yesterday,High,Frustrated
Parking space is poorly managed multiple times reported,Low,Frustrated
Ragging happening and no action taken,High,Angry
Safety issue reported multiple times ignored since yesterday,High,Angry
Urgent: library closes slightly early,Low,Calm
Projector not working in seminar hall in Block C,Medium,Calm
Fees portal keeps failing since yesterday,Medium,Frustrated
Hostel water issue happening repeatedly in Block C,High,Frustrated
Fees portal keeps failing,Medium,Frustrated
Canteen prices are high and irritating since yesterday,Low,Frustrated
Urgent: it issues disrupting submissions,High,Frustrated
Projector not working in seminar hall multiple times reported,Medium,Calm
Bus did not come and students are stranded multiple times reported,High,Angry
WiFi is a bit slow but okay since yesterday,Low,Calm
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Urgent: projector not working in seminar hall,Medium,Calm
Canteen food could be better multiple times reported,Low,Calm
Exam results are delayed please update,Medium,Calm
Parking space is poorly managed since yesterday,Low,Frustrated
Exam hall arrangements very poor in Block C,High,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
Classroom fan makes noise in Block C,Low,Calm
WiFi is a bit slow but okay since yesterday,Low,Calm
Classroom is too warm in Block C,Low,Frustrated
Exam timetable is confusing multiple times reported,Medium,Frustrated
WiFi is a bit slow but okay since yesterday,Low,Calm
Bonafide certificate request pending in Block C,Medium,Calm
Library closes slightly early since yesterday,Low,Calm
Bonafide certificate request pending in Block C,Medium,Calm
Urgent: projector not working in seminar hall,Medium,Calm
Urgent: bus timing is manageable,Low,Calm
Faculty missing classes frequently since yesterday,High,Frustrated
Hostel water issue happening repeatedly multiple times reported,High,Frustrated
Exam results are delayed please update,Medium,Calm
Ragging happening and no action taken,High,Angry
Parking space is poorly managed in Block C,Low,Frustrated
Classroom is too warm since yesterday,Low,Frustrated
Hostel water issue happening repeatedly since yesterday,High,Frustrated
Bus overcrowding causing problems in Block C,High,Frustrated
Fees portal keeps failing in Block C,Medium,Frustrated
Safety issue reported multiple times ignored in Block C,High,Angry
Library closes slightly early multiple times reported,Low,Calm
Sports equipment is damaged since yesterday,Low,Frustrated
Urgent: bus timing is manageable,Low,Calm
Faculty is not responding to doubts multiple times reported,Medium,Frustrated
Projector not working in seminar hall,Medium,Calm
Library closes slightly early,Low,Calm
Safety issue reported multiple times ignored multiple times reported,High,Angry
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Safety issue reported multiple times ignored in Block C,High,Angry
Urgent: classroom fan makes noise,Low,Calm
Bus overcrowding causing problems multiple times reported,High,Frustrated
WiFi is a bit slow but okay since yesterday,Low,Calm
Fees portal keeps failing in Block C,Medium,Frustrated
Faculty missing classes frequently multiple times reported,High,Frustrated
WiFi completely down and nobody responds in Block C,High,Angry
Bus timing is manageable multiple times reported,Low,Calm
Hostel water issue happening repeatedly since yesterday,High,Frustrated
Classroom is too warm in Block C,Low,Frustrated
Sports equipment is damaged multiple times reported,Low,Frustrated
Bonafide certificate request pending multiple times reported,Medium,Calm
Urgent: fees portal keeps failing,Medium,Frustrated
Parking space is poorly managed multiple times reported,Low,Frustrated
Bus did not come and students are stranded since yesterday,High,Angry
Library closes slightly early multiple times reported,Low,Calm
Urgent: sports equipment is damaged,Low,Frustrated
WiFi completely down and nobody responds since yesterday,High,Angry
Water leakage in lab multiple times reported,Medium,Calm
Bus did not come and students are stranded multiple times reported,High,Angry
Canteen prices are high and irritating in Block C,Low,Frustrated
Classroom fan makes noise since yesterday,Low,Calm
WiFi is a bit slow but okay since yesterday,Low,Calm
WiFi completely down and nobody responds multiple times reported,High,Angry
Canteen prices are high and irritating multiple times reported,Low,Frustrated
Exam results are delayed please update in Block C,Medium,Calm
WiFi is a bit slow but okay,Low,Calm
Faculty missing classes frequently since yesterday,High,Frustrated
Projector not working in seminar hall since yesterday,Medium,Calm
Classroom fan makes noise multiple times reported,Low,Calm
Hostel bathroom is filthy and unacceptable multiple times reported,High,Angry
WiFi completely down and nobody responds since yesterday,High,Angry
Sports equipment is damaged multiple times reported,Low,Frustrated
Urgent: ragging happening and no action taken,High,Angry
Canteen food could be better multiple times reported,Low,Calm
Bus overcrowding causing problems in Block C,High,Frustrated
Parking space is poorly managed since yesterday,Low,Frustrated
Ragging happening and no action taken multiple times reported,High,Angry
IT issues disrupting submissions since yesterday,High,Frustrated
Bonafide certificate request pending multiple times reported,Medium,Calm
Faculty missing classes frequently multiple times reported,High,Frustrated
Water leakage in lab multiple times reported,Medium,Calm
Canteen prices are high and irritating multiple times reported,Low,Frustrated
Urgent: faculty missing classes frequently,High,Frustrated
Fees portal keeps failing multiple times reported,Medium,Frustrated
Hostel water issue happening repeatedly multiple times reported,High,Frustrated
Classroom fan makes noise,Low,Calm
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Bus is late again and it's annoying multiple times reported,Medium,Frustrated
Canteen food could be better in Block C,Low,Calm
Hostel bathroom is filthy and unacceptable multiple times reported,High,Angry
Library seating is insufficient multiple times reported,Low,Frustrated
Urgent: hostel bathroom is filthy and unacceptable,High,Angry
Hostel water issue happening repeatedly in Block C,High,Frustrated
Sports equipment is damaged in Block C,Low,Frustrated
Urgent: wifi is a bit slow but okay,Low,Calm
Faculty is not responding to doubts in Block C,Medium,Frustrated
Urgent: water leakage in lab,Medium,Calm
Bus timing is manageable in Block C,Low,Calm
Urgent: wifi completely down and nobody responds,High,Angry
Canteen prices are high and irritating in Block C,Low,Frustrated
Hostel bathroom is filthy and unacceptable multiple times reported,High,Angry
Classroom is too warm multiple times reported,Low,Frustrated
Urgent: safety issue reported multiple times ignored,High,Angry
WiFi is a bit slow but okay since yesterday,Low,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
Safety issue reported multiple times ignored in Block C,High,Angry
Library seating is insufficient in Block C,Low,Frustrated
Urgent: wifi completely down and nobody responds,High,Angry
Urgent: faculty is not responding to doubts,Medium,Frustrated
Bus overcrowding causing problems in Block C,High,Frustrated
WiFi is a bit slow but okay multiple times reported,Low,Calm
Canteen food could be better since yesterday,Low,Calm
Library closes slightly early in Block C,Low,Calm
Ragging happening and no action taken since yesterday,High,Angry
Water leakage in lab,Medium,Calm
Urgent: bus did not come and students are stranded,High,Angry
Ragging happening and no action taken since yesterday,High,Angry
Parking space is poorly managed in Block C,Low,Frustrated
Water leakage in lab since yesterday,Medium,Calm
Bus did not come and students are stranded multiple times reported,High,Angry
Sports equipment is damaged since yesterday,Low,Frustrated
Faculty is not responding to doubts since yesterday,Medium,Frustrated
Hostel water issue happening repeatedly multiple times reported,High,Frustrated
Internal marks not showing in portal,Medium,Calm
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Bus is late again and it's annoying in Block C,Medium,Frustrated
Bonafide certificate request pending,Medium,Calm
Urgent: library closes slightly early,Low,Calm
Exam results are delayed please update multiple times reported,Medium,Calm
Bus is late again and it's annoying in Block C,Medium,Frustrated
Classroom is too warm,Low,Frustrated
Exam results are delayed please update,Medium,Calm
Exam hall arrangements very poor multiple times reported,High,Frustrated
Classroom is too warm in Block C,Low,Frustrated
Exam hall arrangements very poor in Block C,High,Frustrated
Urgent: bus timing is manageable,Low,Calm
Projector not working in seminar hall in Block C,Medium,Calm
Urgent: classroom fan makes noise,Low,Calm
Bus is late again and it's annoying since yesterday,Medium,Frustrated
Urgent: sports equipment is damaged,Low,Frustrated
Internal marks not showing in portal,Medium,Calm
Urgent: canteen prices are high and irritating,Low,Frustrated
Urgent: internal marks not showing in portal,Medium,Calm
Urgent: sports equipment is damaged,Low,Frustrated
Faculty is not responding to doubts,Medium,Frustrated
Canteen food could be better,Low,Calm
WiFi is a bit slow but okay,Low,Calm
Exam hall arrangements very poor since yesterday,High,Frustrated
WiFi is slow and affecting studies multiple times reported,Medium,Frustrated
Fees portal keeps failing since yesterday,Medium,Frustrated
Safety issue reported multiple times ignored in Block C,High,Angry
Urgent: fees portal keeps failing,Medium,Frustrated
Safety issue reported multiple times ignored in Block C,High,Angry
Exam hall arrangements very poor since yesterday,High,Frustrated
Urgent: fees portal keeps failing,Medium,Frustrated
Urgent: exam hall arrangements very poor,High,Frustrated
Urgent: bonafide certificate request pending,Medium,Calm
Urgent: projector not working in seminar hall,Medium,Calm
Canteen prices are high and irritating in Block C,Low,Frustrated
Canteen food could be better,Low,Calm
